ID,adj.P.Val,P.Value,t,B,logFC,miRNA_ID,SPOT_ID
hsa-miR-3165,0.934,0.813081,0.246924,-5.775,0.00724526,hsa-miR-3165,
hsa-miR-4280,0.934,0.814007,0.245671,-5.775,0.00657494,hsa-miR-4280,
hsa-miR-6813-5p,0.934,0.814448,-0.245075,-5.775,-0.01351999,hsa-miR-6813-5p,
hsa-miR-4433a-5p,0.934,0.814558,0.244928,-5.775,0.01184272,hsa-miR-4433a-5p,
hsa-miR-1231,0.934,0.815085,0.244215,-5.775,0.00645879,hsa-miR-1231,
hsa-miR-514a-5p,0.935,0.816182,0.242733,-5.776,0.01278306,hsa-miR-514a-5p,
hsa-miR-363-3p,0.935,0.816791,-0.24191,-5.776,-0.10775428,hsa-miR-363-3p,
hsa-miR-367-5p,0.936,0.817969,0.240319,-5.776,0.01160576,hsa-miR-367-5p,
hsa-miR-548am-5p,0.936,0.817969,-0.240319,-5.776,-0.00718571,hsa-miR-548am-5p,
hsa-miR-6867-3p,0.936,0.818525,-0.239569,-5.777,-0.00767291,hsa-miR-6867-3p,
hsa-miR-214-3p,0.937,0.819766,-0.237893,-5.777,-0.06896736,hsa-miR-214-3p,
hsa-miR-6856-5p,0.937,0.819808,-0.237837,-5.777,-0.01291568,hsa-miR-6856-5p,
hsa-miR-4662a-3p,0.937,0.820502,0.236902,-5.777,0.00475283,hsa-miR-4662a-3p,
hsa-miR-4498,0.94,0.824098,-0.232054,-5.778,-0.00731149,hsa-miR-4498,
hsa-miR-6738-3p,0.94,0.824579,-0.231406,-5.779,-0.0075878,hsa-miR-6738-3p,
hsa-miR-556-3p,0.94,0.825017,0.230817,-5.779,0.00698205,hsa-miR-556-3p,
hsa-miR-551b-5p,0.94,0.825064,0.230754,-5.779,0.00645336,hsa-miR-551b-5p,
hsa-miR-1282,0.94,0.825298,0.230438,-5.779,0.00522245,hsa-miR-1282,
hsa-miR-606,0.94,0.825745,0.229836,-5.779,0.00963167,hsa-miR-606,
hsa-miR-203a-5p,0.94,0.82584,0.229708,-5.779,0.00387541,hsa-miR-203a-5p,
hsa-miR-1295a,0.94,0.82615,0.229291,-5.779,0.00605711,hsa-miR-1295a,
hsa-miR-6732-3p,0.94,0.826243,0.229166,-5.779,0.00661951,hsa-miR-6732-3p,
hsa-miR-933,0.94,0.826365,-0.229002,-5.779,-0.00710476,hsa-miR-933,
hsa-miR-655-5p,0.941,0.827814,0.227053,-5.78,0.0034564,hsa-miR-655-5p,
hsa-miR-4666a-3p,0.941,0.82847,0.22617,-5.78,0.00578784,hsa-miR-4666a-3p,
hsa-miR-6769a-3p,0.942,0.829514,-0.224766,-5.78,-0.00648773,hsa-miR-6769a-3p,
hsa-miR-4776-3p,0.942,0.829888,0.224263,-5.78,0.00515171,hsa-miR-4776-3p,
hsa-miR-140-5p,0.942,0.83053,0.223401,-5.78,0.05475818,hsa-miR-140-5p,
hsa-miR-3187-3p,0.942,0.830862,0.222954,-5.781,0.00953662,hsa-miR-3187-3p,
hsa-miR-4679,0.942,0.83133,0.222325,-5.781,0.00567863,hsa-miR-4679,
hsa-miR-450a-2-3p,0.942,0.831377,0.222263,-5.781,0.00806522,hsa-miR-450a-2-3p,
hsa-miR-3667-3p,0.942,0.83189,0.221573,-5.781,0.00475311,hsa-miR-3667-3p,
hsa-miR-548av-3p,0.942,0.832334,-0.220977,-5.781,-0.00612783,hsa-miR-548av-3p,
hsa-miR-5001-3p,0.943,0.833313,-0.219662,-5.781,-0.00503591,hsa-miR-5001-3p,
hsa-miR-7706,0.944,0.834671,-0.217839,-5.782,-0.00542043,hsa-miR-7706,
hsa-miR-4775,0.944,0.83475,-0.217733,-5.782,-0.00619555,hsa-miR-4775,
hsa-miR-5193,0.944,0.836664,0.215165,-5.782,0.00630745,hsa-miR-5193,
hsa-miR-3617-5p,0.944,0.836863,-0.214899,-5.782,-0.00851031,hsa-miR-3617-5p,
hsa-miR-3675-5p,0.944,0.83691,-0.214836,-5.782,-0.00489637,hsa-miR-3675-5p,
hsa-miR-4524a-3p,0.944,0.837027,0.214678,-5.782,0.00629719,hsa-miR-4524a-3p,
hsa-miR-5192,0.944,0.837071,-0.214619,-5.783,-0.00898308,hsa-miR-5192,
hsa-miR-4482-3p,0.944,0.83744,0.214125,-5.783,0.01094193,hsa-miR-4482-3p,
hsa-miR-513c-3p,0.944,0.837785,0.213662,-5.783,0.00442261,hsa-miR-513c-3p,
hsa-miR-4723-3p,0.945,0.838359,-0.212893,-5.783,-0.01225419,hsa-miR-4723-3p,
hsa-miR-744-3p,0.945,0.839128,0.211861,-5.783,0.00527188,hsa-miR-744-3p,
hsa-miR-8082,0.945,0.839209,0.211754,-5.783,0.00767485,hsa-miR-8082,
hsa-miR-5681a,0.945,0.839747,-0.211033,-5.783,-0.00349867,hsa-miR-5681a,
hsa-miR-6820-3p,0.946,0.840756,0.209681,-5.784,0.00510504,hsa-miR-6820-3p,
hsa-miR-7110-3p,0.946,0.841449,-0.208753,-5.784,-0.00673683,hsa-miR-7110-3p,
hsa-miR-148b-5p,0.946,0.842001,0.208014,-5.784,0.00918996,hsa-miR-148b-5p,
hsa-miR-6891-3p,0.947,0.842821,0.206917,-5.784,0.00611811,hsa-miR-6891-3p,
hsa-miR-548au-3p,0.947,0.843177,-0.20644,-5.784,-0.00638387,hsa-miR-548au-3p,
hsa-miR-2114-5p,0.947,0.84363,-0.205834,-5.784,-0.00817799,hsa-miR-2114-5p,
hsa-miR-489-5p,0.947,0.843959,0.205393,-5.785,0.00584358,hsa-miR-489-5p,
hsa-miR-7641,0.948,0.845553,0.203261,-5.785,0.06012733,hsa-miR-7641,
hsa-miR-4661-3p,0.948,0.84558,-0.203225,-5.785,-0.00620338,hsa-miR-4661-3p,
hsa-miR-6869-3p,0.949,0.846734,0.201682,-5.785,0.00346678,hsa-miR-6869-3p,
hsa-miR-548bb-5p,0.949,0.847624,0.200492,-5.786,0.00412467,hsa-miR-548bb-5p,
hsa-miR-4303,0.949,0.847931,-0.200083,-5.786,-0.00557501,hsa-miR-4303,
hsa-miR-376c-5p,0.949,0.848959,0.198709,-5.786,0.00745618,hsa-miR-376c-5p,
hsa-miR-6775-3p,0.949,0.849043,-0.198597,-5.786,-0.00428273,hsa-miR-6775-3p,
hsa-miR-19a-3p,0.949,0.850128,0.197148,-5.786,0.10082062,hsa-miR-19a-3p,
hsa-miR-302c-5p,0.949,0.850217,0.197029,-5.786,0.00399992,hsa-miR-302c-5p,
hsa-miR-4660,0.949,0.851554,-0.195244,-5.787,-0.01237901,hsa-miR-4660,
hsa-miR-4677-3p,0.949,0.85159,-0.195195,-5.787,-0.00746209,hsa-miR-4677-3p,
hsa-miR-1913,0.949,0.851945,-0.194721,-5.787,-0.00596428,hsa-miR-1913,
hsa-miR-449b-5p,0.949,0.852307,0.194238,-5.787,0.00654594,hsa-miR-449b-5p,
hsa-miR-554,0.949,0.852421,0.194086,-5.787,0.00615005,hsa-miR-554,
hsa-miR-6858-3p,0.949,0.852653,0.193777,-5.787,0.0064507,hsa-miR-6858-3p,
NC2_00079215,0.949,0.852824,0.193548,-5.787,0.00421339,,NC2_00079215
hsa-miR-1293,0.949,0.853309,-0.192902,-5.787,-0.00446409,hsa-miR-1293,
hsa-miR-3133,0.949,0.85381,0.192233,-5.787,0.00736459,hsa-miR-3133,
hsa-miR-5009-3p,0.949,0.854299,0.191582,-5.787,0.00646033,hsa-miR-5009-3p,
hsa-miR-4726-5p,0.949,0.854623,0.191149,-5.788,0.01087504,hsa-miR-4726-5p,
hsa-miR-5100,0.949,0.85538,0.19014,-5.788,0.06229772,hsa-miR-5100,
hsa-miR-627-3p,0.949,0.855394,0.190121,-5.788,0.00496221,hsa-miR-627-3p,
hsa-miR-376a-2-5p,0.949,0.855563,-0.189896,-5.788,-0.00497962,hsa-miR-376a-2-5p,
hsa-miR-296-3p,0.949,0.855862,-0.189497,-5.788,-0.00686623,hsa-miR-296-3p,
hsa-miR-374b-3p,0.949,0.855875,0.18948,-5.788,0.00865105,hsa-miR-374b-3p,
hsa-miR-380-3p,0.949,0.855904,0.189442,-5.788,0.01168427,hsa-miR-380-3p,
hsa-miR-6735-3p,0.95,0.856637,0.188464,-5.788,0.00329535,hsa-miR-6735-3p,
hsa-miR-6895-3p,0.95,0.857857,0.186838,-5.788,0.00435266,hsa-miR-6895-3p,
hsa-miR-2115-3p,0.95,0.857914,-0.186762,-5.788,-0.00540175,hsa-miR-2115-3p,
hsa-miR-5580-3p,0.95,0.858387,-0.186132,-5.789,-0.0055672,hsa-miR-5580-3p,
hsa-miR-185-3p,0.951,0.858885,-0.185469,-5.789,-0.005097,hsa-miR-185-3p,
hsa-miR-196b-5p,0.951,0.859646,-0.184455,-5.789,-0.05010066,hsa-miR-196b-5p,
hsa-miR-383-5p,0.952,0.861188,-0.182402,-5.789,-0.00719579,hsa-miR-383-5p,
hsa-miR-378c,0.953,0.86268,0.180417,-5.79,0.00938031,hsa-miR-378c,
hsa-miR-9-3p,0.953,0.86286,0.180178,-5.79,0.0230275,hsa-miR-9-3p,
hsa-miR-548an,0.953,0.863355,0.179519,-5.79,0.00649835,hsa-miR-548an,
hsa-miR-2052,0.953,0.863432,0.179416,-5.79,0.0069595,hsa-miR-2052,
hsa-miR-645,0.953,0.864149,0.178462,-5.79,0.00476183,hsa-miR-645,
hsa-miR-6780a-5p,0.953,0.864492,0.178007,-5.79,0.01355635,hsa-miR-6780a-5p,
hsa-miR-640,0.953,0.864534,-0.177951,-5.79,-0.0052295,hsa-miR-640,
hsa-miR-5588-5p,0.954,0.866009,0.17599,-5.79,0.00467455,hsa-miR-5588-5p,
hsa-miR-4786-3p,0.954,0.866228,0.175699,-5.791,0.00603004,hsa-miR-4786-3p,
hsa-miR-7107-3p,0.954,0.866497,-0.175341,-5.791,-0.00518822,hsa-miR-7107-3p,
hsa-miR-4790-3p,0.955,0.867789,0.173624,-5.791,0.00636337,hsa-miR-4790-3p,
hsa-miR-520a-3p,0.955,0.868387,0.17283,-5.791,0.0819249,hsa-miR-520a-3p,
hsa-miR-513b-3p,0.955,0.868622,-0.172518,-5.791,-0.00522334,hsa-miR-513b-3p,
hsa-miR-4756-3p,0.955,0.868687,-0.172431,-5.791,-0.0040238,hsa-miR-4756-3p,
hsa-miR-4436b-5p,0.955,0.868747,0.172351,-5.791,0.00451465,hsa-miR-4436b-5p,
hsa-miR-888-3p,0.955,0.869347,-0.171555,-5.791,-0.00344319,hsa-miR-888-3p,
hsa-miR-555,0.955,0.869887,0.170838,-5.791,0.00410604,hsa-miR-555,
hsa-miR-4520-5p,0.955,0.870666,-0.169803,-5.792,-0.00348417,hsa-miR-4520-5p,
hsa-miR-4642,0.955,0.871272,-0.168998,-5.792,-0.0052697,hsa-miR-4642,
hsa-miR-658,0.955,0.871528,0.168659,-5.792,0.00475703,hsa-miR-658,
hsa-miR-5195-5p,0.955,0.871584,-0.168584,-5.792,-0.00542255,hsa-miR-5195-5p,
hsa-miR-6770-3p,0.955,0.871711,0.168415,-5.792,0.00803714,hsa-miR-6770-3p,
dmr_6,0.956,0.872721,0.167075,-5.792,0.01836486,,dmr_6
hsa-miR-4671-5p,0.956,0.873273,0.166344,-5.792,0.00482367,hsa-miR-4671-5p,
hsa-miR-6826-5p,0.956,0.873859,-0.165565,-5.792,-0.04349777,hsa-miR-6826-5p,
hsa-miR-6794-3p,0.956,0.874337,0.164931,-5.792,0.00678754,hsa-miR-6794-3p,
hsa-miR-4780,0.956,0.874461,-0.164766,-5.792,-0.00377585,hsa-miR-4780,
hsa-miR-1276,0.956,0.874892,0.164195,-5.793,0.00369324,hsa-miR-1276,
hsa-miR-216a-5p,0.956,0.87544,0.163469,-5.793,0.01362551,hsa-miR-216a-5p,
hsa-miR-4469,0.956,0.875486,-0.163408,-5.793,-0.00430547,hsa-miR-4469,
hsa-miR-4255,0.957,0.877071,-0.161306,-5.793,-0.00515513,hsa-miR-4255,
NC2_00092197,0.957,0.877168,0.161178,-5.793,0.00355142,,NC2_00092197
hsa-miR-1296-5p,0.957,0.877542,-0.160682,-5.793,-0.00338318,hsa-miR-1296-5p,
hsa-miR-183-3p,0.957,0.878693,0.159157,-5.793,0.00607459,hsa-miR-183-3p,
hsa-miR-1273e,0.957,0.879321,-0.158324,-5.794,-0.00888917,hsa-miR-1273e,
hsa-miR-144-5p,0.957,0.879528,0.15805,-5.794,0.09883534,hsa-miR-144-5p,
hsa-miR-6812-3p,0.957,0.879597,0.15796,-5.794,0.00522772,hsa-miR-6812-3p,
NC2_00106057,0.959,0.881459,0.155494,-5.794,0.00290965,,NC2_00106057
hsa-miR-5011-5p,0.959,0.882496,-0.154121,-5.794,-0.0042505,hsa-miR-5011-5p,
hsa-miR-6499-5p,0.959,0.883154,0.15325,-5.794,0.00369821,hsa-miR-6499-5p,
hsa-miR-5197-5p,0.959,0.883341,0.153001,-5.794,0.00405367,hsa-miR-5197-5p,
hsa-miR-1233-3p,0.959,0.884405,-0.151593,-5.795,-0.0035763,hsa-miR-1233-3p,
hsa-miR-3150b-3p,0.959,0.884456,0.151526,-5.795,0.00430024,hsa-miR-3150b-3p,
hsa-miR-548ar-3p,0.959,0.884554,0.151397,-5.795,0.00379167,hsa-miR-548ar-3p,
hsa-miR-3925-5p,0.959,0.885092,-0.150685,-5.795,-0.00522604,hsa-miR-3925-5p,
hsa-miR-4800-3p,0.959,0.885215,0.150522,-5.795,0.00530093,hsa-miR-4800-3p,
hsa-miR-3150a-3p,0.959,0.885239,-0.150491,-5.795,-0.00516636,hsa-miR-3150a-3p,
hsa-miR-1909-3p,0.959,0.885346,0.15035,-5.795,0.0036211,hsa-miR-1909-3p,
hsa-miR-6825-3p,0.96,0.886252,-0.149151,-5.795,-0.00398106,hsa-miR-6825-3p,
hsa-miR-199a-3p,0.961,0.887959,0.146893,-5.795,0.06728402,hsa-miR-199a-3p,
hsa-miR-6770-5p,0.961,0.888181,-0.146599,-5.795,-0.00385848,hsa-miR-6770-5p,
hsa-miR-873-5p,0.961,0.888498,-0.14618,-5.796,-0.00516416,hsa-miR-873-5p,
hsa-miR-633,0.961,0.889091,-0.145397,-5.796,-0.00531558,hsa-miR-633,
hsa-miR-7155-5p,0.961,0.88924,0.1452,-5.796,0.00548934,hsa-miR-7155-5p,
hsa-miR-548e-3p,0.961,0.890102,0.144061,-5.796,0.00329643,hsa-miR-548e-3p,
hsa-miR-4259,0.961,0.890317,-0.143777,-5.796,-0.00492284,hsa-miR-4259,
hsa-miR-6827-5p,0.962,0.890841,-0.143085,-5.796,-0.00451393,hsa-miR-6827-5p,
hsa-miR-6810-3p,0.963,0.892715,-0.140609,-5.796,-0.00268326,hsa-miR-6810-3p,
hsa-miR-1255b-5p,0.963,0.893236,0.139921,-5.796,0.0069066,hsa-miR-1255b-5p,
hsa-miR-326,0.963,0.894304,0.13851,-5.797,0.00476207,hsa-miR-326,
hsa-miR-548ax,0.963,0.89441,0.13837,-5.797,0.00299146,hsa-miR-548ax,
hsa-miR-5189-5p,0.963,0.894888,0.13774,-5.797,0.01077773,hsa-miR-5189-5p,
hsa-miR-4489,0.963,0.894929,-0.137685,-5.797,-0.00600955,hsa-miR-4489,
hsa-miR-34a-3p,0.963,0.894991,0.137604,-5.797,0.00602526,hsa-miR-34a-3p,
hsa-miR-3664-5p,0.963,0.895368,0.137105,-5.797,0.00565062,hsa-miR-3664-5p,
hsa-miR-3622b-3p,0.963,0.895424,0.137032,-5.797,0.00420885,hsa-miR-3622b-3p,
hsa-miR-548aj-5p,0.963,0.895638,0.136749,-5.797,0.002348,hsa-miR-548aj-5p,
hsa-miR-3173-3p,0.963,0.895992,-0.136282,-5.797,-0.01091308,hsa-miR-3173-3p,
hsa-miR-485-5p,0.963,0.896627,0.135445,-5.797,0.01286993,hsa-miR-485-5p,
hsa-miR-661,0.963,0.896794,-0.135224,-5.797,-0.00417128,hsa-miR-661,
hsa-miR-578,0.963,0.897248,-0.134625,-5.797,-0.00417957,hsa-miR-578,
hsa-miR-1284,0.963,0.897666,0.134074,-5.797,0.00462961,hsa-miR-1284,
hsa-miR-3908,0.963,0.898727,0.132674,-5.798,0.00446697,hsa-miR-3908,
hsa-miR-7978,0.963,0.898991,-0.132325,-5.798,-0.00271714,hsa-miR-7978,
hsa-miR-6759-5p,0.964,0.900615,-0.130184,-5.798,-0.00416603,hsa-miR-6759-5p,
hsa-miR-4735-5p,0.964,0.900695,0.130079,-5.798,0.00380588,hsa-miR-4735-5p,
hsa-miR-3943,0.965,0.90133,0.129241,-5.798,0.0043198,hsa-miR-3943,
hsa-miR-1288-5p,0.965,0.902597,-0.127571,-5.798,-0.00494721,hsa-miR-1288-5p,
hsa-miR-4325,0.965,0.903179,-0.126804,-5.798,-0.00270436,hsa-miR-4325,
hsa-miR-370-5p,0.965,0.903304,-0.12664,-5.798,-0.0020368,hsa-miR-370-5p,
hsa-miR-6841-5p,0.965,0.903698,-0.126121,-5.798,-0.00330762,hsa-miR-6841-5p,
hsa-miR-5584-3p,0.965,0.903757,0.126042,-5.798,0.0052269,hsa-miR-5584-3p,
hsa-miR-1256,0.965,0.904073,-0.125626,-5.798,-0.00248033,hsa-miR-1256,
hsa-miR-1271-3p,0.966,0.904705,-0.124793,-5.799,-0.00514158,hsa-miR-1271-3p,
hsa-miR-6879-3p,0.966,0.905238,-0.124092,-5.799,-0.00278855,hsa-miR-6879-3p,
hsa-miR-6742-3p,0.966,0.905526,0.123712,-5.799,0.00315102,hsa-miR-6742-3p,
hsa-miR-3118,0.967,0.907536,0.121065,-5.799,0.00314706,hsa-miR-3118,
hsa-miR-3681-3p,0.967,0.907543,-0.121055,-5.799,-0.00377539,hsa-miR-3681-3p,
hsa-miR-495-5p,0.967,0.907701,-0.120848,-5.799,-0.00263261,hsa-miR-495-5p,
NC1_00000197,0.967,0.908153,0.120252,-5.799,0.00281053,,NC1_00000197
hsa-miR-4512,0.968,0.909999,0.117822,-5.799,0.00341624,hsa-miR-4512,
hsa-miR-6727-3p,0.968,0.910371,-0.117333,-5.8,-0.00290376,hsa-miR-6727-3p,
hsa-miR-6889-3p,0.97,0.911785,0.115472,-5.8,0.00506304,hsa-miR-6889-3p,
hsa-miR-3064-5p,0.97,0.913001,0.113872,-5.8,0.00591865,hsa-miR-3064-5p,
hsa-miR-409-5p,0.971,0.913838,0.112771,-5.8,0.01970734,hsa-miR-409-5p,
hsa-miR-4478,0.971,0.914277,0.112193,-5.8,0.01080771,hsa-miR-4478,
hsa-miR-25-5p,0.971,0.914679,0.111665,-5.8,0.00419514,hsa-miR-25-5p,
hsa-miR-3942-5p,0.971,0.914786,0.111524,-5.8,0.00389353,hsa-miR-3942-5p,
hsa-miR-6715a-3p,0.971,0.915149,0.111047,-5.8,0.00280292,hsa-miR-6715a-3p,
hsa-miR-30c-1-3p,0.971,0.91541,0.110703,-5.8,0.00417682,hsa-miR-30c-1-3p,
hsa-miR-6864-5p,0.971,0.916563,0.109188,-5.801,0.00307905,hsa-miR-6864-5p,
hsa-miR-6500-5p,0.971,0.916695,0.109015,-5.801,0.00567119,hsa-miR-6500-5p,
hur_6,0.971,0.917111,0.108467,-5.801,0.01439985,,hur_6
hsa-miR-548ap-5p,0.971,0.917632,0.107782,-5.801,0.00327711,hsa-miR-548ap-5p,
hsa-miR-4435,0.971,0.917972,0.107336,-5.801,0.00249753,hsa-miR-4435,
hsa-miR-624-3p,0.971,0.918018,0.107275,-5.801,0.00288722,hsa-miR-624-3p,
hsa-miR-6756-3p,0.971,0.918769,-0.106288,-5.801,-0.00318943,hsa-miR-6756-3p,
hsa-miR-6870-3p,0.971,0.91904,-0.105932,-5.801,-0.00418753,hsa-miR-6870-3p,
hsa-miR-4282,0.971,0.919198,-0.105724,-5.801,-0.00425631,hsa-miR-4282,
hsa-miR-370-3p,0.972,0.920237,-0.104359,-5.801,-0.01916923,hsa-miR-370-3p,
hsa-miR-510-5p,0.972,0.920738,0.103701,-5.801,0.00241733,hsa-miR-510-5p,
hsa-miR-3660,0.972,0.92234,-0.101597,-5.801,-0.01777511,hsa-miR-3660,
hsa-miR-5687,0.972,0.92238,-0.101543,-5.801,-0.00589601,hsa-miR-5687,
hsa-miR-19b-3p,0.972,0.922535,-0.10134,-5.801,-0.03302228,hsa-miR-19b-3p,
hsa-miR-320d,0.972,0.923249,0.100403,-5.801,0.01456747,hsa-miR-320d,
hsa-miR-4420,0.972,0.923472,0.10011,-5.802,0.00182233,hsa-miR-4420,
hsa-miR-548az-3p,0.972,0.923515,-0.100052,-5.802,-0.00328897,hsa-miR-548az-3p,
hsa-miR-3064-3p,0.972,0.924307,-0.099013,-5.802,-0.00275468,hsa-miR-3064-3p,
hsa-miR-7111-3p,0.972,0.924543,0.098703,-5.802,0.00278405,hsa-miR-7111-3p,
hsa-miR-4803,0.972,0.92468,0.098523,-5.802,0.00293077,hsa-miR-4803,
hsa-miR-4733-5p,0.973,0.926056,0.096716,-5.802,0.00446395,hsa-miR-4733-5p,
hsa-miR-4756-5p,0.974,0.927055,-0.095406,-5.802,-0.00349449,hsa-miR-4756-5p,
hsa-miR-4265,0.975,0.928099,-0.094035,-5.802,-0.00261317,hsa-miR-4265,
hsa-miR-4726-3p,0.975,0.928679,0.093274,-5.802,0.00276886,hsa-miR-4726-3p,
hsa-miR-548am-3p,0.975,0.928971,0.092892,-5.802,0.00254503,hsa-miR-548am-3p,
hsa-miR-4715-5p,0.976,0.930989,-0.090243,-5.803,-0.00339714,hsa-miR-4715-5p,
hsa-miR-3146,0.976,0.931,-0.090229,-5.803,-0.00160167,hsa-miR-3146,
hsa-miR-1343-3p,0.976,0.931311,-0.089821,-5.803,-0.0032998,hsa-miR-1343-3p,
hsa-miR-3688-5p,0.977,0.933048,-0.087542,-5.803,-0.00183089,hsa-miR-3688-5p,
hsa-miR-4301,0.977,0.933883,0.086447,-5.803,0.00227782,hsa-miR-4301,
hsa-miR-1-5p,0.977,0.934275,-0.085933,-5.803,-0.00250039,hsa-miR-1-5p,
hsa-miR-5190,0.977,0.934886,-0.085133,-5.803,-0.00300965,hsa-miR-5190,
hsa-miR-8060,0.977,0.934912,-0.085098,-5.803,-0.00422944,hsa-miR-8060,
hsa-miR-3691-5p,0.977,0.935333,-0.084546,-5.803,-0.00283048,hsa-miR-3691-5p,
hsa-miR-3944-3p,0.977,0.935995,-0.083679,-5.803,-0.00247355,hsa-miR-3944-3p,
hsa-miR-1537-3p,0.977,0.936139,-0.08349,-5.803,-0.00189065,hsa-miR-1537-3p,
hsa-miR-18b-5p,0.977,0.936489,0.083031,-5.803,0.01406772,hsa-miR-18b-5p,
hsa-miR-2276-5p,0.977,0.937358,0.081892,-5.803,0.00146509,hsa-miR-2276-5p,
hsa-miR-5589-3p,0.977,0.938142,0.080865,-5.803,0.001852,hsa-miR-5589-3p,
hsa-miR-924,0.977,0.938699,-0.080135,-5.803,-0.00213469,hsa-miR-924,
hsa-miR-6821-3p,0.977,0.938736,-0.080086,-5.803,-0.00191204,hsa-miR-6821-3p,
hsa-miR-1238-5p,0.977,0.93875,-0.080067,-5.803,-0.00348619,hsa-miR-1238-5p,
hsa-miR-6797-3p,0.977,0.93918,-0.079505,-5.803,-0.00203005,hsa-miR-6797-3p,
hsa-miR-3679-3p,0.977,0.939585,0.078974,-5.804,0.00334861,hsa-miR-3679-3p,
dmr_3,0.977,0.939825,-0.078659,-5.804,-0.01113593,,dmr_3
hsa-miR-3689a-5p,0.977,0.940042,0.078375,-5.804,0.00139802,hsa-miR-3689a-5p,
hsa-miR-566,0.977,0.940093,-0.078308,-5.804,-0.00198194,hsa-miR-566,
hsa-miR-3194-3p,0.977,0.940235,-0.078122,-5.804,-0.00213839,hsa-miR-3194-3p,
hsa-miR-185-5p,0.977,0.940387,-0.077922,-5.804,-0.02953095,hsa-miR-185-5p,
hsa-miR-3685,0.977,0.940739,0.077461,-5.804,0.00217323,hsa-miR-3685,
hsa-miR-8055,0.978,0.941965,-0.075855,-5.804,-0.00198901,hsa-miR-8055,
hsa-miR-130b-3p,0.978,0.941989,0.075824,-5.804,0.03230352,hsa-miR-130b-3p,
hsa-miR-668-3p,0.978,0.942438,-0.075235,-5.804,-0.00284595,hsa-miR-668-3p,
hsa-miR-5002-5p,0.978,0.943039,0.074449,-5.804,0.0016789,hsa-miR-5002-5p,
hsa-miR-196b-3p,0.978,0.943753,0.073513,-5.804,0.00327604,hsa-miR-196b-3p,
hsa-miR-7855-5p,0.979,0.944539,-0.072484,-5.804,-0.00155367,hsa-miR-7855-5p,
hsa-miR-6742-5p,0.979,0.944764,-0.072189,-5.804,-0.0020711,hsa-miR-6742-5p,
hsa-miR-5680,0.981,0.947774,0.068248,-5.804,0.00189774,hsa-miR-5680,
hsa-miR-6857-3p,0.982,0.948914,0.066756,-5.804,0.00193376,hsa-miR-6857-3p,
hsa-miR-4302,0.982,0.949567,0.065901,-5.805,0.0022232,hsa-miR-4302,
hsa-miR-6513-5p,0.982,0.949639,0.065807,-5.805,0.00137076,hsa-miR-6513-5p,
hsa-miR-3189-3p,0.983,0.950708,0.064408,-5.805,0.00286543,hsa-miR-3189-3p,
hsa-miR-8083,0.984,0.952716,-0.06178,-5.805,-0.00114955,hsa-miR-8083,
hsa-miR-548h-3p,0.984,0.953169,-0.061187,-5.805,-0.0014174,hsa-miR-548h-3p,
hsa-miR-1228-5p,0.984,0.953644,-0.060566,-5.805,-0.00271368,hsa-miR-1228-5p,
hsa-miR-379-3p,0.984,0.954062,0.060018,-5.805,0.00225081,hsa-miR-379-3p,
hsa-miR-6783-3p,0.984,0.954213,-0.059821,-5.805,-0.00220749,hsa-miR-6783-3p,
hsa-miR-4307,0.984,0.954575,-0.059347,-5.805,-0.00129523,hsa-miR-4307,
hsa-miR-4308,0.984,0.954872,-0.058959,-5.805,-0.00128569,hsa-miR-4308,
hsa-miR-4653-5p,0.984,0.955378,0.058297,-5.805,0.00196768,hsa-miR-4653-5p,
hsa-miR-6832-3p,0.985,0.956486,0.056847,-5.805,0.00203841,hsa-miR-6832-3p,
hsa-miR-548j-5p,0.985,0.956987,-0.056193,-5.805,-0.00123126,hsa-miR-548j-5p,
hsa-miR-6836-5p,0.985,0.957439,-0.055601,-5.805,-0.00223609,hsa-miR-6836-5p,
hsa-miR-5591-3p,0.985,0.957479,-0.055548,-5.805,-0.00119025,hsa-miR-5591-3p,
hsa-miR-4487,0.985,0.957723,-0.05523,-5.805,-0.00195197,hsa-miR-4487,
hsa-miR-200b-5p,0.985,0.958196,-0.054611,-5.805,-0.00223685,hsa-miR-200b-5p,
hsa-miR-26a-1-3p,0.986,0.960209,0.051979,-5.805,0.00140478,hsa-miR-26a-1-3p,
hsa-miR-4474-3p,0.986,0.960239,0.051939,-5.805,0.00099155,hsa-miR-4474-3p,
NegativeControl,0.986,0.960517,0.051576,-5.805,0.00086739,,NegativeControl
hsa-miR-598-5p,0.986,0.960604,-0.051462,-5.805,-0.00181773,hsa-miR-598-5p,
hsa-miR-6836-3p,0.986,0.961614,0.050141,-5.806,0.00180776,hsa-miR-6836-3p,
hsa-miR-6835-5p,0.986,0.961674,-0.050063,-5.806,-0.00133063,hsa-miR-6835-5p,
hsa-miR-214-5p,0.986,0.961811,0.049883,-5.806,0.00894517,hsa-miR-214-5p,
hsa-miR-3913-3p,0.986,0.962197,0.049379,-5.806,0.00175474,hsa-miR-3913-3p,
hsa-miR-4707-5p,0.986,0.962548,-0.048921,-5.806,-0.00411913,hsa-miR-4707-5p,
hsa-miR-320e,0.986,0.962745,-0.048663,-5.806,-0.00744277,hsa-miR-320e,
hsa-miR-1205,0.988,0.965534,0.045017,-5.806,0.00209373,hsa-miR-1205,
